Average of ad_price,mileage
10888000.00,38026
9799000.00,38060
2100000.00,38085
8300000.00,38100
1899000.00,38156
2750000.00,38160
1999999.00,38200
5199000.00,38291
179000.00,38300
21990000.00,38355
12200000.00,38483
8029999.67,38500
10700000.00,38600
10490000.00,38612
11990000.00,38648
11850000.00,38665
10990000.00,38674
2190000.00,38695
8835891.50,38700
7900000.00,38767
10850000.00,38800
5280000.00,38819
1639000.00,38840
8190000.00,38848
2630000.00,38900
7232428.00,39000
10749000.00,39007
6590000.00,39115
9890000.00,39150
2590000.00,39200
95000.00,39242
8999000.00,39256
7580985.00,39270
11300000.00,39295
2550000.00,39300
2299000.00,39310
11584831.00,39326
8290000.00,39374
4189000.00,39381
2650000.00,39443
6490000.00,39461
7869999.25,39500
6249000.00,39580
9200000.00,39600
6499000.00,39676
1699000.00,39690
6892500.00,39750
8390000.00,39758
5545000.00,39800
3699999.00,39805
1599000.00,39832
8190000.00,39859
16900000.00,39890
8308749.75,39900
3499000.00,39951
11990000.00,39959
2289000.00,39965
1500000.00,39969
199000.00,39973
11630000.00,39978
11390000.00,39989
7999999.00,39999
5343097.90,40000
599000.00,40037
18900000.00,40080
8290000.00,40089
7260000.00,40100
6990000.00,40108
9116800.00,40170
9176431.00,40200
2500000.00,40250
8399000.00,40300
80000.00,40322
7990000.00,40331
5370000.00,40352
10650000.00,40358
188000.00,40374
5180000.00,40400
8990000.00,40410
7500000.00,40452
8419000.00,40490
5014402.67,40500
2900000.00,40600
7800340.00,40613
120000.00,40639
7990000.00,40652
8994500.00,40663
4190000.00,40740
2499000.00,40750
8990000.00,40765
5989666.67,40800
2149000.00,40803
5324000.00,40850
5190000.00,40882
9490000.00,40890
5149000.00,40950
2790000.00,40989
9393429.86,41000
7990000.00,41008
2280000.00,41034
8990000.00,41050
140000.00,41123
9490000.00,41170
95000.00,41180
8740000.00,41200
2289000.00,41226
8500110.00,41291
7723327.00,41361
9599000.00,41391
2578000.00,41438
9499999.00,41470
6909500.00,41500
1950000.00,41576
5394500.00,41600
9490000.00,41641
4299000.00,41645
8999999.00,41660
350000.00,41700
129000.00,41713
5190000.00,41729
6599999.00,41780
4999000.00,41800
5190000.00,41804
2590000.00,41834
2199000.00,41865
8490000.00,41867
53657500.00,41894
11899000.00,41931
100000.00,41961
6118986.00,42000
7790000.00,42043
2390000.00,42087
1490000.00,42121
2770000.00,42130
13690000.00,42147
10999000.00,42150
2597000.00,42160
11390000.00,42200
2499999.00,42210
5199000.00,42251
10215400.00,42280
4390000.00,42300
5649000.00,42301
1799000.00,42373
8999000.00,42446
5200000.00,42480
4990000.00,42487
7294500.00,42500
1998000.00,42532
1999000.00,42564
10572700.00,42590
5199999.00,42591
6599999.00,42600
7399000.00,42658
10888000.00,42676
5200000.00,42697
8890000.00,42720
9284000.00,42800
150000.00,42806
5198000.00,42832
11990000.00,42870
6790000.00,42910
99000.00,42911
11999999.00,42980
7434115.67,43000
151000.00,43002
2300000.00,43009
5250000.00,43024
14645000.00,43100
10118200.00,43190
2770000.00,43200
6990000.00,43217
7900000.00,43228
9990000.00,43250
9000000.00,43265
8999000.00,43292
5298888.00,43297
370000.00,43302
2490000.00,43314
12000000.00,43318
10690000.00,43323
2499000.00,43330
5190000.00,43335
1995000.00,43379
10990000.00,43498
4800000.00,43500
5190000.00,43530
10410000.00,43540
9900000.00,43546
1500000.00,43580
115000.00,43599
6494999.50,43600
1899000.00,43608
8490000.00,43700
10190000.00,43734
1899000.00,43759
2499000.00,43800
9999990.00,43813
11184803.00,43814
3599500.00,43890
16990000.00,43900
6600000.00,43905
2220000.00,43937
7888000.00,43975
7460461.46,44000
4999000.00,44007
9490000.00,44078
100000.00,44093
10899950.00,44100
70000.00,44216
10790000.00,44331
4100000.00,44360
6990000.00,44374
8790000.00,44400
12000000.00,44405
1899000.00,44427
2199000.00,44528
7300000.00,44557
2490000.00,44566
3500000.00,44581
520000.00,44601
9599000.00,44698
5350000.00,44700
2599000.00,44720
8382000.00,44739
9999999.00,44752
2989000.00,44786
2199000.00,44836
6399000.00,44837
9695000.00,44850
8999000.00,44855
2797777.00,44859
6090000.00,44900
5000000.00,44980
6806538.35,45000
11989000.00,45100
6590000.00,45107
398000.00,45109
5390000.00,45128
85000.00,45145
9865000.00,45153
1470000.00,45180
8990000.00,45200
18654000.00,45201
4990000.00,45203
7800000.00,45213
2800000.00,45214
2240000.00,45220
10400000.00,45300
10520000.00,45350
1599999.00,45356
6600000.00,45382
5290000.00,45400
6496333.00,45500
1460000.00,45556
8599000.00,45578
60000.00,45589
10750000.00,45600
9599999.00,45608
1500000.00,45623
2170000.00,45679
9240000.00,45717
5100000.00,45750
7793333.00,45800
2899999.00,45802
8290000.00,45815
368000.00,45878
8676333.33,45900
2549000.00,45906
199000.00,45908
7358593.33,46000
9190000.00,46020
11275400.00,46100
4590000.00,46116
10900000.00,46131
1250000.00,46140
27250000.00,46200
498000.00,46203
4999000.00,46234
1999000.00,46257
6990000.00,46290
11850000.00,46300
2100000.00,46419
2950000.00,46447
85000.00,46450
2500000.00,46557
15990000.00,46613
5250000.00,46685
6825000.00,46700
11290000.00,46702
2590000.00,46800
1999999.00,46832
1548000.00,46840
1990000.00,46865
2799000.00,46875
8200000.00,46964
8400499.95,47000
2200000.00,47017
5350000.00,47026
2590000.00,47094
8900000.00,47100
90000.00,47160
18600000.00,47200
8499900.00,47217
1690000.00,47239
15990000.00,47295
409500.00,47300
5298000.00,47333
2590000.00,47375
6988000.00,47429
8690000.00,47444
3490000.00,47459
2849000.00,47498
5572414.75,47500
1799000.00,47539
2490000.00,47550
5299999.00,47600
9764990.00,47608
7800000.00,47650
9790000.00,47691
4190000.00,47700
4896333.33,47800
7999999.00,47900
4150000.00,47984
3600000.00,47994
7514227.27,48000
7990000.00,48040
6590000.00,48044
1899000.00,48050
10990000.00,48100
2950000.00,48200
229999.00,48268
14290000.00,48310
8290000.00,48328
11990000.00,48331
2290000.00,48398
2799000.00,48415
6212000.00,48500
8599000.00,48632
6592000.00,48647
10390000.00,48684
100000.00,48692
11990000.00,48850
7990000.00,48900
6474153.73,49000
11450000.00,49021
2990000.00,49051
4000000.00,49064
5799999.00,49098
5290000.00,49117
1490000.00,49121
11000000.00,49122
11900000.00,49200
4149000.00,49220
149000.00,49268
2780000.00,49277
5844500.00,49300
9490000.00,49309
7999900.00,49344
6490000.00,49350
8990000.00,49447
9500000.00,49462
9205333.33,49500
125000.00,49504
7429000.00,49510
1490000.00,49572
2790000.00,49631
965000.00,49642
5390000.00,49644
6999990.00,49680
13699000.00,49780
5099000.00,49788
5440000.00,49800
2189000.00,49894
4541975.00,49900
5249999.00,49922
2099000.00,49959
5000000.00,49987
7799000.00,49990
7959999.50,49999
5868317.39,50000
8389700.00,50090
8725000.00,50101
1295000.00,50120
5290000.00,50196
2550000.00,50200
1749000.00,50299
7800000.00,50300
2050000.00,50343
220000.00,50370
10490000.00,50470
5544995.00,50500
2199000.00,50501
1930000.00,50510
5250000.00,50540
1190000.00,50587
2089000.00,50598
2290000.00,50600
8290000.00,50650
2699000.00,50656
3344500.00,50700
199000.00,50730
6590000.00,50761
5490000.00,50780
4297000.00,50845
5199000.00,50855
7990000.00,50920
10990000.00,50950
6031666.60,51000
4999999.00,51016
7999000.00,51034
8600000.00,51087
11890000.00,51118
1399999.00,51150
1400000.00,51216
9900000.00,51240
9990000.00,51261
1698000.00,51265
4999000.00,51315
4999000.00,51329
7799000.00,51396
1290000.00,51422
2950000.00,51446
6295000.00,51500
100000.00,51572
3786333.33,51600
8150000.00,51673
1990000.00,51700
2499000.00,51805
8890000.00,51845
6590000.00,51847
5199000.00,51884
90000.00,51903
2775000.00,51910
2290000.00,51938
1900000.00,51942
5729434.78,52000
150000.00,52034
129000.00,52041
3593333.00,52100
8890000.00,52101
2499000.00,52125
6990000.00,52150
14990000.00,52250
3599000.00,52255
375000.00,52415
10990000.00,52447
8790000.00,52500
2990000.00,52622
1449000.00,52626
11200000.00,52670
4599000.00,52685
549000.00,52708
4899000.00,52722
5290000.00,52800
4450000.00,52879
10094500.00,52900
2499000.00,52998
6463294.06,53000
11990000.00,53063
2298000.00,53077
1298000.00,53112
9850000.00,53180
6375000.00,53200
10890000.00,53225
5122000.00,53300
27590000.00,53317
5090000.00,53320
4290000.00,53336
2797000.00,53373
11273500.00,53380
8675000.00,53390
549000.00,53399
6492500.00,53400
2299000.00,53422
2925000.00,53443
2899000.00,53485
3260000.00,53500
10690000.00,53600
2900000.00,53606
11190000.00,53650
16490000.00,53700
13990000.00,53800
99000.00,53883
5185000.00,53925
1996000.00,53986
1690000.00,53999
4584499.83,54000
5170000.00,54168
7999000.00,54186
1550000.00,54200
9490000.00,54228
1520000.00,54256
4100000.00,54300
2499000.00,54320
16900000.00,54365
2337500.00,54400
9580000.00,54426
5650000.00,54450
6249000.00,54478
6168166.67,54500
11800000.00,54510
5890000.00,54598
4849000.00,54600
5890000.00,54660
10740000.00,54686
2990000.00,54698
5090000.00,54700
3499000.00,54705
8750000.00,54750
11499000.00,54752
3850000.00,54753
5180000.00,54888
12990000.00,54911
2747777.00,54944
5145515.03,55000
7990000.00,55029
19990000.00,55036
7500000.00,55081
12250000.00,55123
5000000.00,55198
24990000.00,55199
8070000.00,55200
5700000.00,55207
8390000.00,55224
5292000.00,55230
10190000.00,55295
8186666.67,55300
1650000.00,55309
4990000.00,55328
6590000.00,55342
4100000.00,55411
4290000.00,55417
10874999.00,55422
11990000.00,55449
5090000.00,55485
2989000.00,55500
2499999.00,55544
8900000.00,55600
9330000.00,55613
2949000.00,55626
1899999.00,55692
1694500.00,55700
8199999.00,55718
8896107.00,55720
8990000.00,55722
4150000.00,55725
1734500.00,55800
4999000.00,55810
2289000.00,55898
10880000.00,55961
6990000.00,55981
130000.00,55995
6782176.41,56000
9490000.00,56200
2190000.00,56209
1599000.00,56266
8790000.00,56359
65000.00,56380
2390000.00,56421
13987000.00,56450
2990000.00,56452
4813333.33,56500
2790000.00,56509
200000.00,56665
9790000.00,56667
7492000.00,56700
5199999.00,56740
4999000.00,56783
6194995.00,56800
590000.00,56807
595000.00,56917
4999999.00,56931
7490000.00,56984
6781193.48,57000
8900000.00,57046
4990000.00,57073
7990000.00,57134
2495000.00,57151
6600000.00,57183
990000.00,57225
8690000.00,57236
1999000.00,57250
4119500.00,57300
2594000.00,57385
6850000.00,57500
5189000.00,57573
8900000.00,57577
1449000.00,57687
8590000.00,57703
2990000.00,57715
8000000.00,57725
2790000.00,57754
4990000.00,57757
3874747.00,57800
5399000.00,57833
9490000.00,57933
9900000.00,57971
6242454.95,58000
2990000.00,58050
5390000.00,58103
2750000.00,58149
2485000.00,58169
120000.00,58179
2599000.00,58211
2299000.00,58226
2490000.00,58248
1990000.00,58268
11870000.00,58271
2890000.00,58280
18900000.00,58300
2790000.00,58328
8299000.00,58337
2290000.00,58340
10990000.00,58356
11790000.00,58400
13690000.00,58421
11900000.00,58423
2799000.00,58425
10490000.00,58480
8195000.00,58500
8063000.00,58600
11990000.00,58602
4399000.00,58624
7990000.00,58641
4120000.00,58672
1999990.00,58693
6295000.00,58700
10999000.00,58750
10999000.00,58760
1950000.00,58775
6920000.00,58800
7304500.00,58829
3999000.00,58862
9990000.00,58863
3090000.00,58871
2820000.00,58940
2298000.00,58958
8500000.00,58974
5011565.22,59000
2580000.00,59086
2099000.00,59100
8544500.00,59118
1790000.00,59126
490000.00,59150
8870000.00,59200
1925000.00,59224
5370000.00,59298
5754666.67,59300
4499000.00,59323
8990000.00,59333
2598000.00,59380
4499000.00,59388
8500000.00,59400
2100000.00,59500
100000.00,59530
7619800.00,59600
8690000.00,59621
189999.00,59645
4613000.00,59700
70000.00,59731
8750000.00,59774
2285000.00,59778
4175666.67,59800
2949000.00,59807
9690000.00,59825
7440000.00,59900
5994925.85,60000
11039000.00,60040
990000.00,60094
5495000.00,60100
8490000.00,60123
6174000.00,60135
6983000.00,60161
9800000.00,60181
2579500.00,60200
2990000.00,60240
1599000.00,60300
199000.00,60394
13690000.00,60400
2547000.00,60417
145000.00,60451
11490000.00,60453
11470000.00,60460
1649000.00,60500
8850000.00,60524
2990000.00,60551
8590000.00,60700
10400000.00,60744
10590000.00,60786
7799000.00,60790
1950000.00,60800
599000.00,60828
13539570.00,60835
8200000.00,60845
1290000.00,60906
6459594.80,61000
10990000.00,61021
7899000.00,61028
8900000.00,61080
5299000.00,61086
7199000.00,61092
2899000.00,61100
5299000.00,61129
8799000.00,61200
11699000.00,61225
4990000.00,61245
8790000.00,61281
6010000.00,61300
4390000.00,61361
390000.00,61382
149990.00,61450
7253800.00,61500
190000.00,61540
98000.00,61561
10499000.00,61638
9999999.00,61640
137000.00,61682
11990000.00,61694
2150000.00,61720
2729000.00,61735
8990000.00,61736
3740000.00,61742
2999000.00,61770
1999000.00,61784
3494500.00,61800
5090000.00,61806
2799000.00,61821
80000.00,61845
9450000.00,61890
10034000.00,61900
1905000.00,61930
2200000.00,61939
5000000.00,61982
2377866.60,62000
6304500.00,62200
1440000.00,62253
2090000.00,62345
3399999.00,62380
2288000.00,62459
4150000.00,62500
10700000.00,62503
2199000.00,62507
11699000.00,62530
4957500.00,62572
1899000.00,62610
5390000.00,62635
219000.00,62646
2799000.00,62652
2000000.00,62671
4999000.00,62729
11075000.00,62734
4099000.00,62792
1899000.00,62800
6865000.00,62900
105000.00,62947
6490000.00,62982
4491249.94,63000
2799000.00,63088
1900000.00,63096
11250000.00,63102
5674500.00,63130
2799000.00,63142
2590000.00,63155
8892000.00,63200
110000.00,63252
4999000.00,63390
11000000.00,63400
9815000.00,63450
10750000.00,63500
2249000.00,63511
14190000.00,63554
2490000.00,63586
150000.00,63600
2990000.00,63675
590000.00,63700
1950000.00,63800
2199000.00,63875
8899000.00,63888
6494500.00,63900
220000.00,63920
2990000.00,63987
1950000.00,63997
4043161.41,64000
9980000.00,64023
7990000.00,64100
6390000.00,64179
4999000.00,64200
2599000.00,64258
180000.00,64272
14499000.00,64302
120000.00,64306
5000000.00,64422
9990000.00,64453
125000.00,64461
2799999.00,64473
5673400.00,64500
3999999.00,64508
1290000.00,64521
380000.00,64526
8600000.00,64544
2979000.00,64547
4309999.67,64600
5190000.00,64636
1529000.00,64649
1490000.00,64660
2248000.00,64672
160000.00,64700
4149000.00,64836
5021744.16,65000
5149000.00,65047
2220000.00,65050
5290000.00,65200
8990000.00,65245
1490000.00,65250
9990000.00,65258
2190000.00,65360
8990000.00,65399
8995000.00,65400
90000.00,65422
190000.00,65442
2599000.00,65487
1450000.00,65497
8145000.00,65500
4150000.00,65641
4999000.00,65694
1999999.00,65800
11990000.00,65869
2990000.00,65900
2299000.00,65979
5094099.97,66000
1250000.00,66040
3931333.33,66100
8280000.00,66200
149000.00,66206
12000000.00,66289
2200000.00,66306
5199000.00,66310
2975000.00,66340
1598000.00,66357
2490000.00,66400
6025000.00,66500
3999999.00,66520
6900000.00,66530
2450000.00,66600
1390000.00,66655
3124666.67,66700
1324000.00,66800
2099999.00,66850
7990000.00,66860
15850000.00,66910
1990000.00,66942
5383400.00,67000
2590000.00,67022
1998000.00,67054
4120000.00,67202
3590000.00,67228
4990000.00,67300
150000.00,67350
2199000.00,67406
2149999.00,67416
3150000.00,67420
14990000.00,67422
1990000.00,67436
5909999.75,67500
10900000.00,67565
117000.00,67574
10630900.00,67650
8590000.00,67656
11820037.00,67661
4189000.00,67700
10990000.00,67770
3899999.00,67775
1999999.00,67810
8999000.00,67820
1999000.00,67852
2490000.00,67861
2000000.00,67880
4355000.00,67900
4034215.63,68000
9200000.00,68052
2290000.00,68075
2599999.00,68087
2099999.00,68100
1990000.00,68129
2090000.00,68135
11700000.00,68200
2498000.00,68274
1449000.00,68300
1599000.00,68376
10455000.00,68400
3495000.00,68428
2449000.00,68481
4282500.00,68500
199000.00,68521
3200000.00,68634
1490000.00,68650
9919500.00,68700
2990000.00,68735
6000000.00,68800
2600000.00,68840
13290000.00,68883
8999999.00,68900
4991500.00,68917
9900000.00,68958
3499000.00,68977
2590000.00,68982
7000222.22,69000
4990000.00,69032
1690000.00,69057
2490000.00,69100
1100000.00,69132
5390000.00,69152
1250000.00,69180
90000.00,69271
4997000.00,69280
4749000.00,69300
110000.00,69319
1950000.00,69347
2519500.00,69400
11800000.00,69413
2899000.00,69420
5244500.00,69444
2599000.00,69450
2799999.00,69458
180000.00,69460
4416500.00,69500
549000.00,69512
11990000.00,69520
5190000.00,69543
2199000.00,69565
7499000.00,69578
6599000.00,69597
6240000.00,69600
5150000.00,69612
2090000.00,69623
2540000.00,69700
6990000.00,69704
220000.00,69735
6990000.00,69774
